Code INSEE région;Région;Nature;Date;Heure;Date - Heure;Consommation (MW);Thermique (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);TCO Thermique (%);TCH Thermique (%);TCO Nucléaire (%);TCH Nucléaire (%);TCO Eolien (%);TCH Eolien (%);TCO Solaire (%);TCH Solaire (%);TCO Hydraulique (%);TCH Hydraulique (%);TCO Bioénergies (%);TCH Bioénergies (%);Column 26
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-27;18:45;2019-10-27T18:45:00+01:00;4138;1296;;1;5;1273;0;83;1480;31.32;39.54;;;0.02;2.08;0.12;0.39;30.76;38.95;2.01;28.33;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-27;19:45;2019-10-27T19:45:00+01:00;4100;1301;;1;6;1042;0;81;1670;31.73;39.69;;;0.02;2.08;0.15;0.47;25.41;31.88;1.98;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-27;20:00;2019-10-27T20:00:00+01:00;4105;1285;;1;5;1048;0;79;1687;31.3;39.2;;;0.02;2.08;0.12;0.39;25.53;32.07;1.92;26.96;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-27;20:15;2019-10-27T20:15:00+01:00;3991;1288;;1;0;909;0;77;1712;32.27;39.29;;;0.03;2.08;0.0;0.0;22.78;27.82;1.93;26.28;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-27;21:00;2019-10-27T21:00:00+01:00;3809;1288;;1;0;941;0;78;1497;33.81;39.29;;;0.03;2.08;0.0;0.0;24.7;28.79;2.05;26.62;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-27;22:15;2019-10-27T22:15:00+01:00;3672;1046;;1;0;887;0;84;1649;28.49;31.91;;;0.03;2.08;0.0;0.0;24.16;27.14;2.29;28.67;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-27;22:45;2019-10-27T22:45:00+01:00;3703;1163;;1;0;892;0;83;1560;31.41;35.48;;;0.03;2.08;0.0;0.0;24.09;27.29;2.24;28.33;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-27;23:30;2019-10-27T23:30:00+01:00;4218;1048;;1;0;871;0;82;2212;24.85;31.97;;;0.02;2.08;0.0;0.0;20.65;26.65;1.94;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;01:45;2019-10-28T01:45:00+01:00;3378;1040;;1;0;855;0;74;1403;30.79;31.73;;;0.03;2.08;0.0;0.0;25.31;26.16;2.19;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;03:00;2019-10-28T03:00:00+01:00;3190;917;;0;0;772;0;76;1420;28.75;27.97;;;0.0;0.0;0.0;0.0;24.2;23.62;2.38;25.94;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;03:30;2019-10-28T03:30:00+01:00;3166;812;;0;0;778;0;82;1489;25.65;24.77;;;0.0;0.0;0.0;0.0;24.57;23.81;2.59;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;04:00;2019-10-28T04:00:00+01:00;3106;772;;0;0;771;0;84;1474;24.86;23.55;;;0.0;0.0;0.0;0.0;24.82;23.59;2.7;28.67;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;05:15;2019-10-28T05:15:00+01:00;3187;992;;0;0;784;0;79;1326;31.13;30.26;;;0.0;0.0;0.0;0.0;24.6;23.99;2.48;26.96;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;05:45;2019-10-28T05:45:00+01:00;3249;1140;;0;0;807;0;83;1215;35.09;34.78;;;0.0;0.0;0.0;0.0;24.84;24.69;2.55;28.33;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;06:30;2019-10-28T06:30:00+01:00;3486;1196;;0;0;821;0;80;1384;34.31;36.49;;;0.0;0.0;0.0;0.0;23.55;25.12;2.29;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;06:45;2019-10-28T06:45:00+01:00;3589;1250;;0;0;837;0;80;1418;34.83;38.13;;;0.0;0.0;0.0;0.0;23.32;25.61;2.23;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;10:30;2019-10-28T10:30:00+01:00;4033;1329;;0;370;537;0;80;1717;32.95;40.54;;;0.0;0.0;9.17;28.68;13.32;16.43;1.98;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;12:00;2019-10-28T12:00:00+01:00;4117;1370;;0;453;604;0;76;1613;33.28;41.79;;;0.0;0.0;11.0;35.12;14.67;18.48;1.85;25.94;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;13:00;2019-10-28T13:00:00+01:00;4225;1326;;0;497;822;0;76;1504;31.38;40.45;;;0.0;0.0;11.76;38.53;19.46;25.15;1.8;25.94;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;13:15;2019-10-28T13:15:00+01:00;4322;1315;;0;517;760;0;76;1654;30.43;40.12;;;0.0;0.0;11.96;40.08;17.58;23.26;1.76;25.94;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;13:45;2019-10-28T13:45:00+01:00;4216;1319;;0;427;662;0;81;1727;31.29;40.24;;;0.0;0.0;10.13;33.1;15.7;20.26;1.92;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;14:30;2019-10-28T14:30:00+01:00;4199;1299;;0;298;548;0;81;1973;30.94;39.63;;;0.0;0.0;7.1;23.1;13.05;16.77;1.93;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;17:15;2019-10-28T17:15:00+01:00;3924;1279;;1;25;782;0;82;1754;32.59;39.02;;;0.03;2.08;0.64;1.94;19.93;23.93;2.09;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;19:00;2019-10-28T19:00:00+01:00;4479;1389;;1;13;1282;0;83;1712;31.01;42.37;;;0.02;2.08;0.29;1.01;28.62;39.23;1.85;28.33;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;19:30;2019-10-28T19:30:00+01:00;4416;1334;;1;12;1260;0;82;1728;30.21;40.7;;;0.02;2.08;0.27;0.93;28.53;38.56;1.86;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;21:45;2019-10-28T21:45:00+01:00;3752;1221;;1;0;891;0;82;1544;32.54;37.25;;;0.03;2.08;0.0;0.0;23.75;27.26;2.19;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;23:00;2019-10-28T23:00:00+01:00;3989;1153;;1;0;888;0;77;1858;28.9;35.17;;;0.03;2.08;0.0;0.0;22.26;27.17;1.93;26.28;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-28;23:45;2019-10-28T23:45:00+01:00;4113;1108;;1;0;840;0;82;2070;26.94;33.8;;;0.02;2.08;0.0;0.0;20.42;25.7;1.99;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;00:00;2019-10-29T00:00:00+01:00;3944;1085;;1;0;835;0;79;1932;27.51;33.1;;;0.03;2.08;0.0;0.0;21.17;25.55;2.0;26.96;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;00:45;2019-10-29T00:45:00+01:00;3524;1151;;0;0;720;0;80;1561;32.66;35.11;;;0.0;0.0;0.0;0.0;20.43;22.03;2.27;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;01:00;2019-10-29T01:00:00+01:00;3517;1096;;0;0;732;0;76;1602;31.16;33.44;;;0.0;0.0;0.0;0.0;20.81;22.4;2.16;25.94;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;01:45;2019-10-29T01:45:00+01:00;3435;1236;;0;0;683;0;80;1424;35.98;37.71;;;0.0;0.0;0.0;0.0;19.88;20.9;2.33;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;03:15;2019-10-29T03:15:00+01:00;3267;1116;;1;0;564;0;81;1494;34.16;34.05;;;0.03;2.08;0.0;0.0;17.26;17.26;2.48;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;03:30;2019-10-29T03:30:00+01:00;3201;1114;;1;0;566;0;81;1427;34.8;33.98;;;0.03;2.08;0.0;0.0;17.68;17.32;2.53;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;04:15;2019-10-29T04:15:00+01:00;3106;1142;;1;0;567;0;79;1306;36.77;34.84;;;0.03;2.08;0.0;0.0;18.25;17.35;2.54;26.96;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;05:15;2019-10-29T05:15:00+01:00;3183;1147;;1;0;590;0;81;1352;36.04;34.99;;;0.03;2.08;0.0;0.0;18.54;18.05;2.54;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;08:00;2019-10-29T08:00:00+01:00;3820;1355;;1;49;1007;0;77;1329;35.47;41.34;;;0.03;2.08;1.28;3.8;26.36;30.81;2.02;26.28;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;08:30;2019-10-29T08:30:00+01:00;3906;1348;;1;106;1019;0;83;1349;34.51;41.12;;;0.03;2.08;2.71;8.22;26.09;31.18;2.12;28.33;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;11:00;2019-10-29T11:00:00+01:00;4091;1355;;1;683;786;0;76;1191;33.12;41.34;;;0.02;2.08;16.7;52.95;19.21;24.05;1.86;25.94;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;12:00;2019-10-29T12:00:00+01:00;4200;1298;;1;779;767;0;78;1277;30.9;39.6;;;0.02;2.08;18.55;60.39;18.26;23.47;1.86;26.62;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;13:00;2019-10-29T13:00:00+01:00;4193;1282;;1;798;753;0;80;1279;30.57;39.11;;;0.02;2.08;19.03;61.86;17.96;23.04;1.91;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;13:15;2019-10-29T13:15:00+01:00;4319;1314;;1;778;723;0;79;1424;30.42;40.09;;;0.02;2.08;18.01;60.31;16.74;22.12;1.83;26.96;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;15:15;2019-10-29T15:15:00+01:00;3994;1483;;1;488;745;0;90;1187;37.13;45.24;;;0.03;2.08;12.22;37.83;18.65;22.8;2.25;30.72;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;17:15;2019-10-29T17:15:00+01:00;3777;1499;;3;34;1098;0;88;1054;39.69;45.73;;;0.08;6.25;0.9;2.64;29.07;33.6;2.33;30.03;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;19:30;2019-10-29T19:30:00+01:00;4379;1504;;6;13;1254;0;92;1511;34.35;45.88;;;0.14;12.5;0.3;1.01;28.64;38.37;2.1;31.4;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;20:00;2019-10-29T20:00:00+01:00;4286;1490;;6;12;1152;0;96;1530;34.76;45.45;;;0.14;12.5;0.28;0.93;26.88;35.25;2.24;32.76;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;20:30;2019-10-29T20:30:00+01:00;4108;1468;;6;0;1011;0;94;1518;35.74;44.78;;;0.15;12.5;0.0;0.0;24.61;30.94;2.29;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;21:15;2019-10-29T21:15:00+01:00;3837;1199;;6;0;852;0;97;1672;31.25;36.58;;;0.16;12.5;0.0;0.0;22.2;26.07;2.53;33.11;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-29;23:30;2019-10-29T23:30:00+01:00;4235;1058;;6;0;684;0;93;2383;24.98;32.28;;;0.14;12.5;0.0;0.0;16.15;20.93;2.2;31.74;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;06:15;2019-10-30T06:15:00+01:00;3464;1357;;3;0;749;0;97;1247;39.17;41.4;;;0.09;6.25;0.0;0.0;21.62;22.92;2.8;33.11;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;08:30;2019-10-30T08:30:00+01:00;3970;1444;;2;180;1252;0;94;997;36.37;44.05;;;0.05;4.17;4.53;13.95;31.54;38.31;2.37;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;08:45;2019-10-30T08:45:00+01:00;4052;1446;;2;222;1330;0;94;958;35.69;44.11;;;0.05;4.17;5.48;17.21;32.82;40.7;2.32;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;11:15;2019-10-30T11:15:00+01:00;4143;1477;;2;677;1278;0;94;616;35.65;45.06;;;0.05;4.17;16.34;52.48;30.85;39.11;2.27;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;11:45;2019-10-30T11:45:00+01:00;4161;1507;;2;647;1279;0;94;633;36.22;45.97;;;0.05;4.17;15.55;50.16;30.74;39.14;2.26;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;12:15;2019-10-30T12:15:00+01:00;4280;1509;;1;666;1278;0;91;735;35.26;46.03;;;0.02;2.08;15.56;51.63;29.86;39.11;2.13;31.06;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;12:45;2019-10-30T12:45:00+01:00;4226;1539;;1;684;1258;0;96;649;36.42;46.95;;;0.02;2.08;16.19;53.02;29.77;38.49;2.27;32.76;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;13:15;2019-10-30T13:15:00+01:00;4403;1559;;1;696;1283;0;93;770;35.41;47.56;;;0.02;2.08;15.81;53.95;29.14;39.26;2.11;31.74;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;13:30;2019-10-30T13:30:00+01:00;4344;1558;;1;683;1280;0;90;732;35.87;47.53;;;0.02;2.08;15.72;52.95;29.47;39.17;2.07;30.72;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;13:45;2019-10-30T13:45:00+01:00;4283;1580;;1;620;1256;0;90;736;36.89;48.2;;;0.02;2.08;14.48;48.06;29.33;38.43;2.1;30.72;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;15:00;2019-10-30T15:00:00+01:00;4242;1620;;1;525;1278;0;92;726;38.19;49.42;;;0.02;2.08;12.38;40.7;30.13;39.11;2.17;31.4;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;15:45;2019-10-30T15:45:00+01:00;4079;1720;;1;376;1267;0;95;620;42.17;52.47;;;0.02;2.08;9.22;29.15;31.06;38.77;2.33;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;16:15;2019-10-30T16:15:00+01:00;3995;1739;;1;229;1276;0;91;659;43.53;53.05;;;0.03;2.08;5.73;17.75;31.94;39.05;2.28;31.06;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;17:00;2019-10-30T17:00:00+01:00;3923;1714;;1;55;1115;0;96;941;43.69;52.29;;;0.03;2.08;1.4;4.26;28.42;34.12;2.45;32.76;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;18:00;2019-10-30T18:00:00+01:00;4352;1839;;1;18;1351;0;97;1046;42.26;56.1;;;0.02;2.08;0.41;1.4;31.04;41.34;2.23;33.11;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;21:00;2019-10-30T21:00:00+01:00;4024;1320;;2;0;1029;0;98;1564;32.8;40.27;;;0.05;4.17;0.0;0.0;25.57;31.49;2.44;33.45;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;21:30;2019-10-30T21:30:00+01:00;3882;1328;;1;0;975;0;93;1473;34.21;40.51;;;0.03;2.08;0.0;0.0;25.12;29.83;2.4;31.74;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;21:45;2019-10-30T21:45:00+01:00;3877;1322;;1;0;967;0;96;1479;34.1;40.33;;;0.03;2.08;0.0;0.0;24.94;29.59;2.48;32.76;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-30;22:30;2019-10-30T22:30:00+01:00;3869;1254;;1;0;890;0;96;1616;32.41;38.26;;;0.03;2.08;0.0;0.0;23.0;27.23;2.48;32.76;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;00:15;2019-10-31T00:15:00+01:00;3911;1269;;0;0;659;0;96;1874;32.45;38.71;;;0.0;0.0;0.0;0.0;16.85;20.17;2.45;32.76;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;01:00;2019-10-31T01:00:00+01:00;3598;1192;;1;0;565;0;99;1729;33.13;36.36;;;0.03;2.08;0.0;0.0;15.7;17.29;2.75;33.79;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;03:00;2019-10-31T03:00:00+01:00;3409;1301;;0;0;422;0;99;1576;38.16;39.69;;;0.0;0.0;0.0;0.0;12.38;12.91;2.9;33.79;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;03:30;2019-10-31T03:30:00+01:00;3252;1236;;0;0;413;0;95;1497;38.01;37.71;;;0.0;0.0;0.0;0.0;12.7;12.64;2.92;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;03:45;2019-10-31T03:45:00+01:00;3203;1205;;0;0;414;0;96;1476;37.62;36.76;;;0.0;0.0;0.0;0.0;12.93;12.67;3.0;32.76;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;07:00;2019-10-31T07:00:00+01:00;3690;1315;;0;0;851;0;98;1413;35.64;40.12;;;0.0;0.0;0.0;0.0;23.06;26.04;2.66;33.45;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;07:45;2019-10-31T07:45:00+01:00;3778;1363;;1;22;975;0;96;1322;36.08;41.58;;;0.03;2.08;0.58;1.71;25.81;29.83;2.54;32.76;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;08:00;2019-10-31T08:00:00+01:00;3870;1368;;1;24;990;0;98;1389;35.35;41.73;;;0.03;2.08;0.62;1.86;25.58;30.29;2.53;33.45;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;08:30;2019-10-31T08:30:00+01:00;4012;1372;;1;45;1050;0;94;1451;34.2;41.85;;;0.02;2.08;1.12;3.49;26.17;32.13;2.34;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;12:15;2019-10-31T12:15:00+01:00;4570;1259;;0;220;1131;0;92;1868;27.55;38.41;;;0.0;0.0;4.81;17.05;24.75;34.61;2.01;31.4;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;13:45;2019-10-31T13:45:00+01:00;4531;1335;;0;223;1117;0;100;1757;29.46;40.73;;;0.0;0.0;4.92;17.29;24.65;34.18;2.21;34.13;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;14:00;2019-10-31T14:00:00+01:00;4547;1327;;1;204;1120;0;99;1796;29.18;40.48;;;0.02;2.08;4.49;15.81;24.63;34.27;2.18;33.79;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;14:30;2019-10-31T14:30:00+01:00;4441;1305;;1;170;1147;0;100;1717;29.39;39.81;;;0.02;2.08;3.83;13.18;25.83;35.1;2.25;34.13;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;15:15;2019-10-31T15:15:00+01:00;4257;1345;;1;134;1101;0;95;1582;31.6;41.03;;;0.02;2.08;3.15;10.39;25.86;33.69;2.23;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;15:45;2019-10-31T15:45:00+01:00;4198;1346;;1;90;1103;0;84;1575;32.06;41.06;;;0.02;2.08;2.14;6.98;26.27;33.75;2.0;28.67;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;16:00;2019-10-31T16:00:00+01:00;4190;1339;;1;74;1070;0;93;1614;31.96;40.85;;;0.02;2.08;1.77;5.74;25.54;32.74;2.22;31.74;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;17:30;2019-10-31T17:30:00+01:00;4191;1265;;2;22;1370;0;96;1437;30.18;38.59;;;0.05;4.17;0.52;1.71;32.69;41.92;2.29;32.76;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;18:00;2019-10-31T18:00:00+01:00;4436;1329;;2;19;1659;0;96;1332;29.96;40.54;;;0.05;4.17;0.43;1.47;37.4;50.76;2.16;32.76;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;19:15;2019-10-31T19:15:00+01:00;4529;1350;;2;12;1579;0;97;1489;29.81;41.18;;;0.04;4.17;0.26;0.93;34.86;48.32;2.14;33.11;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;20:15;2019-10-31T20:15:00+01:00;4232;1245;;5;0;1459;0;95;1416;29.42;37.98;;;0.12;10.42;0.0;0.0;34.48;44.65;2.24;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;22:00;2019-10-31T22:00:00+01:00;3787;1145;;4;0;1168;0;94;1364;30.24;34.93;;;0.11;8.33;0.0;0.0;30.84;35.74;2.48;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;22:45;2019-10-31T22:45:00+01:00;3853;1283;;5;0;945;0;94;1515;33.3;39.14;;;0.13;10.42;0.0;0.0;24.53;28.92;2.44;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-31;23:45;2019-10-31T23:45:00+01:00;4264;1202;;5;0;802;0;99;2144;28.19;36.67;;;0.12;10.42;0.0;0.0;18.81;24.54;2.32;33.79;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;01:15;2019-11-01T01:15:00+01:00;3796;1466;;6;0;709;0;100;1503;38.62;44.72;;;0.16;12.5;0.0;0.0;18.68;21.7;2.63;34.13;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;05:00;2019-11-01T05:00:00+01:00;3311;1515;;5;0;363;0;91;1326;45.76;46.22;;;0.15;10.42;0.0;0.0;10.96;11.11;2.75;31.06;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;05:15;2019-11-01T05:15:00+01:00;3337;1551;;4;0;384;0;95;1291;46.48;47.32;;;0.12;8.33;0.0;0.0;11.51;11.75;2.85;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;05:30;2019-11-01T05:30:00+01:00;3330;1545;;4;0;391;0;94;1285;46.4;47.13;;;0.12;8.33;0.0;0.0;11.74;11.96;2.82;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;06:45;2019-11-01T06:45:00+01:00;3445;1488;;2;0;436;0;93;1415;43.19;45.39;;;0.06;4.17;0.0;0.0;12.66;13.34;2.7;31.74;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;08:30;2019-11-01T08:30:00+01:00;3649;1282;;1;110;477;0;94;1686;35.13;39.11;;;0.03;2.08;3.01;8.53;13.07;14.6;2.58;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;09:00;2019-11-01T09:00:00+01:00;3761;1149;;1;164;478;0;88;1881;30.55;35.05;;;0.03;2.08;4.36;12.71;12.71;14.63;2.34;30.03;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;09:30;2019-11-01T09:30:00+01:00;3856;1234;;1;235;568;0;88;1731;32.0;37.64;;;0.03;2.08;6.09;18.22;14.73;17.38;2.28;30.03;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;09:45;2019-11-01T09:45:00+01:00;3873;1253;;1;228;575;0;92;1725;32.35;38.22;;;0.03;2.08;5.89;17.67;14.85;17.59;2.38;31.4;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;10:45;2019-11-01T10:45:00+01:00;3874;1434;;1;281;584;0;89;1484;37.02;43.75;;;0.03;2.08;7.25;21.78;15.07;17.87;2.3;30.38;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;11:30;2019-11-01T11:30:00+01:00;3946;1449;;1;342;577;0;92;1485;36.72;44.2;;;0.03;2.08;8.67;26.51;14.62;17.66;2.33;31.4;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;13:30;2019-11-01T13:30:00+01:00;4216;1454;;0;363;491;0;94;1814;34.49;44.36;;;0.0;0.0;8.61;28.14;11.65;15.02;2.23;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;13:45;2019-11-01T13:45:00+01:00;4160;1488;;0;358;475;0;94;1745;35.77;45.39;;;0.0;0.0;8.61;27.75;11.42;14.53;2.26;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;14:00;2019-11-01T14:00:00+01:00;4064;1460;;0;291;415;0;93;1805;35.93;44.54;;;0.0;0.0;7.16;22.56;10.21;12.7;2.29;31.74;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;16:30;2019-11-01T16:30:00+01:00;3893;1451;;0;54;590;0;90;1708;37.27;44.26;;;0.0;0.0;1.39;4.19;15.16;18.05;2.31;30.72;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;19:30;2019-11-01T19:30:00+01:00;4416;1425;;1;0;822;0;91;2065;32.27;43.47;;;0.02;2.08;0.0;0.0;18.61;25.15;2.06;31.06;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;20:30;2019-11-01T20:30:00+01:00;4215;1414;;1;0;727;0;93;1969;33.55;43.14;;;0.02;2.08;0.0;0.0;17.25;22.25;2.21;31.74;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;21:15;2019-11-01T21:15:00+01:00;3968;1341;;1;0;636;0;89;1889;33.8;40.91;;;0.03;2.08;0.0;0.0;16.03;19.46;2.24;30.38;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;22:15;2019-11-01T22:15:00+01:00;3923;1209;;1;0;507;0;93;2101;30.82;36.88;;;0.03;2.08;0.0;0.0;12.92;15.51;2.37;31.74;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-01;22:45;2019-11-01T22:45:00+01:00;3964;1210;;2;0;569;0;95;2075;30.52;36.91;;;0.05;4.17;0.0;0.0;14.35;17.41;2.4;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-02;00:45;2019-11-02T00:45:00+01:00;3806;290;;8;0;542;0;97;2857;7.62;8.85;;;0.21;16.67;0.0;0.0;14.24;16.59;2.55;33.11;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-02;03:30;2019-11-02T03:30:00+01:00;3451;270;;8;0;378;0;98;2686;7.82;8.24;;;0.23;16.67;0.0;0.0;10.95;11.57;2.84;33.45;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-02;04:00;2019-11-02T04:00:00+01:00;3354;270;;9;0;376;0;95;2591;8.05;8.24;;;0.27;18.75;0.0;0.0;11.21;11.51;2.83;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-02;04:30;2019-11-02T04:30:00+01:00;3309;270;;7;0;425;0;92;2502;8.16;8.24;;;0.21;14.58;0.0;0.0;12.84;13.0;2.78;31.4;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-02;05:15;2019-11-02T05:15:00+01:00;3380;270;;6;0;504;0;96;2491;7.99;8.24;;;0.18;12.5;0.0;0.0;14.91;15.42;2.84;32.76;
